record_id,source,true_match_id,expected_bucket,case
INV-2026-00037,invoice,pay_H2MGlEOZ6qNY04,auto_resolved,clean
INV-2026-00038,invoice,pay_yeTr5RHguX1d5s,auto_resolved,clean
INV-2026-00039,invoice,pay_WNyDLzErVgpEMi,auto_resolved,timing_offset
INV-2026-00040,invoice,pay_IJQ2N9u8tBDNXK,escalated,fx_rounding
INV-2026-00041,invoice,pay_Eo8dnNzoCXB1Bh,auto_resolved,clean
INV-2026-00042,invoice,pay_kjyA6CSpJso5qf,escalated,partial_capture
INV-2026-00043,invoice,pay_ekgd2IbyVfqjO2,auto_resolved,timing_offset
INV-2026-00044,invoice,pay_3MsHarAJOCBnD3,auto_resolved,clean
INV-2026-00045,invoice,pay_Ei1L9rPzzjrqM4,auto_resolved,timing_offset
INV-2026-00046,invoice,pay_8AHkxv78JaYb3F,escalated,partial_capture
INV-2026-00047,invoice,pay_e71imARDL6KFQr,auto_resolved,amount_rounding
INV-2026-00048,invoice,pay_LeI6qccFOAs08b,escalated,fx_rounding
INV-2026-00049,invoice,pay_FxAIiKpuSjjud5,auto_resolved,name_drift
INV-2026-00050,invoice,pay_REJpxYyhIKHQI7,auto_resolved,clean
INV-2026-00051,invoice,pay_8NR0Xy8ZEurHi0,auto_resolved,clean
INV-2026-00052,invoice,pay_2qFl41sNLjVHWG,auto_resolved,clean
INV-2026-00053,invoice,pay_U4arG5RBmHWOR3,auto_resolved,name_drift
INV-2026-00054,invoice,pay_BzPoBrUBHtYDZw,auto_resolved,timing_offset
INV-2026-00055,invoice,pay_TfRNfRT8LjIcku,auto_resolved,amount_rounding
INV-2026-00056,invoice,pay_8MEFd1kjV3PhTa,auto_resolved,name_drift
INV-2026-00057,invoice,pay_jIIf94ChZESFqZ,escalated,fx_rounding
INV-2026-00058,invoice,pay_UcpMsyw8IJqF52,escalated,fx_rounding
INV-2026-00059,invoice,pay_BsRllvTrZ4Iejs,escalated,partial_capture
INV-2026-00060,invoice,pay_d6X7U8WL1gIFkh,escalated,duplicate_ref
INV-2026-00061,invoice,pay_M519XgOMzEU5gB,auto_resolved,amount_rounding
INV-2026-00062,invoice,pay_81mOOBMWlsCDbk,auto_resolved,clean
INV-2026-00063,invoice,pay_e8danYlgmKG1Vt,auto_resolved,amount_rounding
INV-2026-00064,invoice,pay_45kkrl0M17EmxI,auto_resolved,timing_offset
INV-2026-00065,invoice,pay_E5GXTeLYHteOtL,auto_resolved,amount_rounding
INV-2026-00066,invoice,pay_vP8O7FRthvDJPz,auto_resolved,timing_offset
INV-2026-00067,invoice,pay_I1uTwWGxOnx3iU,auto_resolved,timing_offset
INV-2026-00068,invoice,pay_bxKl1Kvk3UQrxk,auto_resolved,clean
INV-2026-00069,invoice,pay_CLjPXRLt9h9RDZ,auto_resolved,clean
INV-2026-00070,invoice,pay_41odbJIqO3hMOB,auto_resolved,name_drift
INV-2026-00071,invoice,pay_nQjENGsB4Djh30,auto_resolved,timing_offset
INV-2026-00072,invoice,pay_OC56aMIgHFivep,auto_resolved,missing_pg_ref
INV-2026-00073,invoice,pay_QzkChMbyIbNiCd,auto_resolved,amount_rounding
INV-2026-00074,invoice,pay_euPH7M3EHMoQro,auto_resolved,clean
INV-2026-00075,invoice,pay_5LaakIREyf2OH3,auto_resolved,clean
INV-2026-00076,invoice,pay_J6iUo8k2fRN2Bq,auto_resolved,timing_offset
INV-2026-00077,invoice,pay_3tlrtBhjqaMFmv,auto_resolved,clean
INV-2026-00078,invoice,pay_X4Jyx6dxDu7Nsk,escalated,fx_rounding
INV-2026-00079,invoice,pay_jhPInRVkLUhY7g,escalated,fx_rounding
INV-2026-00080,invoice,pay_wumVYe5VJfXRgt,auto_resolved,clean
INV-2026-00081,invoice,pay_1T1UIoWXrP5y78,auto_resolved,clean
INV-2026-00082,invoice,pay_fVByODHiyXH7iP,escalated,fx_rounding
INV-2026-00083,invoice,pay_jAulA3QMr2qEwq,auto_resolved,amount_rounding
INV-2026-00084,invoice,pay_0gwrGhsxsbiWA6,auto_resolved,name_drift
INV-2026-00085,invoice,pay_y5Kcnm1ys3J6xI,auto_resolved,amount_rounding
INV-2026-00086,invoice,pay_DBpQ8YxTbqKjCQ,escalated,fx_rounding
INV-2026-00087,invoice,pay_viirWz5knFZXIQ,escalated,duplicate_ref
INV-2026-00088,invoice,pay_HkOwOZGx4Gv1ED,auto_resolved,amount_rounding
INV-2026-00089,invoice,pay_T8wUm7N72Q3B7G,auto_resolved,missing_pg_ref
INV-2026-00090,invoice,pay_0Xv00kKXR4bR6I,auto_resolved,amount_rounding
INV-2026-00091,invoice,pay_q19Qf7W491h1pS,auto_resolved,name_drift
INV-2026-00092,invoice,pay_2De3SF3XQMhUk9,auto_resolved,clean
INV-2026-00093,invoice,pay_GQkqqjkrsWw6SE,auto_resolved,clean
INV-2026-00094,invoice,pay_aOBSMjzQ1fgUKx,escalated,fx_rounding
INV-2026-00095,invoice,pay_bV92hB0BckOW2k,auto_resolved,timing_offset
INV-2026-00096,invoice,pay_EuVx518ox1ztD4,auto_resolved,name_drift
INV-2026-00097,invoice,pay_WDFDTA7Xrc5UTI,auto_resolved,timing_offset
INV-2026-00098,invoice,pay_x7CHHP1QXqE7rs,auto_resolved,clean
INV-2026-00099,invoice,pay_zrAkliEFgJnmUY,escalated,fx_rounding
INV-2026-00100,invoice,pay_c06PVz0oRaFxMP,escalated,fx_rounding
INV-2026-00101,invoice,pay_T5lbbFj1hnunT6,auto_resolved,amount_rounding
INV-2026-00102,invoice,pay_H8cyV7lB2Vrks4,auto_resolved,name_drift
INV-2026-00103,invoice,pay_QPHhalZaAHv9O5,escalated,duplicate_ref
INV-2026-00104,invoice,pay_72YJR7IVU7CCKb,auto_resolved,clean
INV-2026-00105,invoice,pay_HerohwHuPpUV0l,escalated,fx_rounding
INV-2026-00106,invoice,pay_NoK9oM3tTUMdxs,auto_resolved,clean
INV-2026-00107,invoice,pay_uRDr68JjJ4BQT3,escalated,fx_rounding
INV-2026-00108,invoice,pay_E40fAraVNqTIAa,auto_resolved,clean
INV-2026-00109,invoice,pay_hJyV4ZjtfbaVjM,auto_resolved,timing_offset
INV-2026-00110,invoice,pay_BIZMLhfx9IwiLy,auto_resolved,name_drift
INV-2026-00111,invoice,pay_4iCppaX3QjBvKN,auto_resolved,clean
INV-2026-00112,invoice,pay_yjQ312WnXRCI4h,auto_resolved,timing_offset
INV-2026-00113,invoice,pay_9RshuS1HzRyYWG,auto_resolved,clean
INV-2026-00114,invoice,pay_mbksf0tyEOfHl2,escalated,fx_rounding
INV-2026-00115,invoice,pay_6cv1WChGtaPxgw,auto_resolved,timing_offset
INV-2026-00116,invoice,pay_9Z8aPB4MM7Qt46,auto_resolved,amount_rounding
INV-2026-00117,invoice,pay_SwCgOawNXHxg3E,auto_resolved,amount_rounding
INV-2026-00118,invoice,pay_gYJ9ZGkjfsTCT9,auto_resolved,clean
INV-2026-00119,invoice,pay_1dOOdTXglHilC2,auto_resolved,name_drift
INV-2026-00120,invoice,pay_QGrIkEesCnZhEa,escalated,fx_rounding
INV-2026-00121,invoice,pay_0D1K6e3F1xsd0i,auto_resolved,name_drift
INV-2026-00122,invoice,pay_FSq0sqhnHsN6ri,auto_resolved,missing_pg_ref
INV-2026-00123,invoice,pay_gSZfd3DBwGKGyq,auto_resolved,name_drift
INV-2026-00124,invoice,pay_CzH7mtqhjQZRcZ,auto_resolved,name_drift
INV-2026-00125,invoice,pay_wkWolGc97KYZUz,auto_resolved,clean
INV-2026-00126,invoice,pay_UJfAWjuDUHqyAR,auto_resolved,name_drift
INV-2026-00127,invoice,pay_fHtKE5vlbGxf8H,auto_resolved,name_drift
INV-2026-00128,invoice,pay_rwQuDBWEgOfrZ3,auto_resolved,amount_rounding
INV-2026-00129,invoice,pay_GNtvHXBwqsaY0v,auto_resolved,clean
INV-2026-00130,invoice,pay_98i54tI6ht2TV2,auto_resolved,clean
INV-2026-00131,invoice,pay_TfVc0PkwBM2fYl,auto_resolved,clean
INV-2026-00132,invoice,pay_ZmZ2TAYeQbScel,auto_resolved,missing_pg_ref
INV-2026-00133,invoice,pay_NMdZEHNJSsavJl,auto_resolved,missing_pg_ref
INV-2026-00134,invoice,pay_HXw3HNfVOwOc8Q,auto_resolved,timing_offset
INV-2026-00135,invoice,pay_OaN6tN28TQoETX,auto_resolved,clean
INV-2026-00136,invoice,pay_bn9nbFhSXxNVMK,auto_resolved,missing_pg_ref
INV-2026-00137,invoice,pay_OannOrMc2zVE9S,auto_resolved,timing_offset
INV-2026-00138,invoice,pay_xDALAj7DVAf4sH,auto_resolved,timing_offset
INV-2026-00139,invoice,pay_ynZQEkmNRral4M,auto_resolved,clean
INV-2026-00140,invoice,pay_rLt8BIs1le0DQl,escalated,duplicate_ref
INV-2026-00141,invoice,pay_ENKzc5xJmBp4SF,escalated,fx_rounding
INV-2026-00142,invoice,pay_PU6zUjzgEz6cwB,auto_resolved,amount_rounding
INV-2026-00143,invoice,pay_3YV0eDh1uznmdJ,auto_resolved,timing_offset
INV-2026-00144,invoice,pay_L0brHeLUtINcq8,auto_resolved,clean
INV-2026-00145,invoice,pay_NpUGWiA437GQ6B,auto_resolved,timing_offset
INV-2026-00146,invoice,pay_uFWBeMC71N5ALz,auto_resolved,timing_offset
INV-2026-00147,invoice,pay_YKVMxA9zdpotfQ,escalated,partial_capture
INV-2026-00148,invoice,pay_9qYle8myOgHAMg,auto_resolved,timing_offset
INV-2026-00149,invoice,pay_aXKyp8KQQjVpEQ,auto_resolved,amount_rounding
INV-2026-00150,invoice,pay_ED8LNi65xIHEHo,auto_resolved,clean
INV-2026-00151,invoice,pay_LFdPySAxavtBIn,escalated,fx_rounding
INV-2026-00152,invoice,pay_7BpWqEok2OoOlF,escalated,fx_rounding
INV-2026-00153,invoice,pay_INuhR694fPFbt6,auto_resolved,name_drift
INV-2026-00154,invoice,pay_qzycRJlTnHW4PF,auto_resolved,timing_offset
INV-2026-00155,invoice,pay_hbuXMZ5f0pKGyt,auto_resolved,clean
INV-2026-00156,invoice,pay_LHpaUaGGxmXzgA,auto_resolved,timing_offset
INV-2026-00157,invoice,pay_hgmmqGmRscEm5u,auto_resolved,amount_rounding
INV-2026-00158,invoice,pay_UYdg2luCq1GNLL,auto_resolved,name_drift
INV-2026-00159,invoice,pay_AxvpCPZygFP0xO,auto_resolved,clean
INV-2026-00160,invoice,pay_nFvgQKGtn9dm6V,auto_resolved,clean
INV-2026-00161,invoice,pay_Xe7CpRsZe9Obzx,escalated,partial_capture
INV-2026-00162,invoice,pay_OVzNEMr7DXQsed,escalated,fx_rounding
INV-2026-00163,invoice,pay_x4yfpARHeT9Rlx,auto_resolved,missing_pg_ref
INV-2026-00164,invoice,pay_2ccsqQXxR5Khtj,escalated,fx_rounding
INV-2026-00165,invoice,pay_fPOdMTUAffneKG,auto_resolved,timing_offset
INV-2026-00166,invoice,pay_73Y5Slj9C2EfyC,auto_resolved,name_drift
INV-2026-00167,invoice,pay_cJjNcJdql7LIbS,auto_resolved,clean
INV-2026-00168,invoice,pay_nnUhRiTRAdgKDK,auto_resolved,clean
INV-2026-00169,invoice,pay_FeYVGS7kUaS550,auto_resolved,timing_offset
INV-2026-00170,invoice,pay_InV5p7ByT8KG9s,auto_resolved,timing_offset
INV-2026-00171,invoice,pay_Dxw3Hq9OBiUa2R,auto_resolved,amount_rounding
INV-2026-00172,invoice,pay_Wx4sKAJd7gVMqf,auto_resolved,timing_offset
INV-2026-00173,invoice,pay_3NjMS6XMmej2Gp,auto_resolved,amount_rounding
INV-2026-00174,invoice,pay_X87eCr0uIamIsM,auto_resolved,timing_offset
INV-2026-00175,invoice,pay_SpcMdK3nLh7fLx,auto_resolved,timing_offset
INV-2026-00176,invoice,pay_3q6Q4EmT2mmpMj,escalated,fx_rounding
INV-2026-00177,invoice,pay_CX3IxLGgrL21e3,escalated,fx_rounding
INV-2026-00178,invoice,pay_Oy4CqpIqK3yn9F,auto_resolved,clean
INV-2026-00179,invoice,pay_5UQSyPx3BpdbIK,auto_resolved,timing_offset
INV-2026-00180,invoice,pay_abMh0X9zuINamr,auto_resolved,timing_offset
INV-2026-00181,invoice,pay_b9oyXNE7Y7bvuS,auto_resolved,timing_offset
INV-2026-00182,invoice,pay_HRtAN5VK0sjpNr,auto_resolved,name_drift
INV-2026-00183,invoice,pay_nZmlX0059CIseg,auto_resolved,name_drift
INV-2026-00184,invoice,pay_zeVP3bQQyK6Zjf,escalated,fx_rounding
INV-2026-00185,invoice,pay_CAYxnAaETSq5Jc,auto_resolved,amount_rounding
INV-2026-00186,invoice,pay_6hFuAjSphysKkU,escalated,fx_rounding
INV-2026-00187,invoice,pay_J8cKvWB9h3lcBG,auto_resolved,name_drift
INV-2026-00188,invoice,pay_FRmDrgKwrxXCYj,escalated,fx_rounding
INV-2026-00189,invoice,pay_9M9BjcYmxU0gd6,auto_resolved,name_drift
INV-2026-00190,invoice,pay_37DHpk6Rg9b5ux,auto_resolved,name_drift
INV-2026-00191,invoice,pay_HyNZQeRT0dfACL,auto_resolved,name_drift
INV-2026-00192,invoice,pay_1uXPzoyH73TO1R,auto_resolved,name_drift
INV-2026-00193,invoice,pay_Zf4Y25zyxxfntg,auto_resolved,clean
INV-2026-00194,invoice,pay_dFZ1Amm4WvPR8L,auto_resolved,clean
INV-2026-00195,invoice,pay_TP3fAbnFbmOHnK,auto_resolved,name_drift
INV-2026-00196,invoice,pay_8ohD6J7nUnvqQr,auto_resolved,name_drift
INV-2026-00197,invoice,pay_FLSx0EilbVaqzU,auto_resolved,name_drift
INV-2026-00198,invoice,pay_CFyFP0YMkFBl6O,auto_resolved,timing_offset
INV-2026-00199,invoice,pay_MNz7xcmxatZlPM,auto_resolved,timing_offset
INV-2026-00200,invoice,pay_1iohieQWeWUcgX,auto_resolved,amount_rounding
INV-2026-00201,invoice,pay_ZTvvWGvgSCecSb,escalated,duplicate_ref
INV-2026-00202,invoice,pay_rcjDNtbLx6wADd,auto_resolved,missing_pg_ref
INV-2026-00203,invoice,pay_jbXtE9A4mqbWrI,auto_resolved,amount_rounding
INV-2026-00204,invoice,pay_XQ8DkPcNrAuXVc,auto_resolved,timing_offset
INV-2026-00205,invoice,pay_fOc6lbglbNyEMK,auto_resolved,timing_offset
INV-2026-00206,invoice,pay_kgjjm7bzQ5DATb,auto_resolved,amount_rounding
INV-2026-00207,invoice,pay_bG4QZLl3L2GUfO,auto_resolved,clean
INV-2026-00208,invoice,pay_YZ8fOcR9GLw4yW,auto_resolved,name_drift
INV-2026-00209,invoice,pay_ZswsRhcds6NUga,auto_resolved,clean
INV-2026-00210,invoice,pay_Xi1H8Wfft5krwf,escalated,partial_capture
INV-2026-00211,invoice,pay_nXxG7qEULuQvto,auto_resolved,timing_offset
INV-2026-00212,invoice,pay_KoU3XJ9aSYehlc,auto_resolved,amount_rounding
INV-2026-00213,invoice,pay_DztgjzEPyVcfph,auto_resolved,timing_offset
INV-2026-00214,invoice,pay_aNqkCJ4mZrEZsK,escalated,fx_rounding
INV-2026-00215,invoice,pay_rim2GNXX9WwHE4,auto_resolved,clean
INV-2026-00216,invoice,pay_8FwHA6as6GWOBJ,auto_resolved,name_drift
INV-2026-00217,invoice,pay_67gSGlGpMlUzgN,auto_resolved,timing_offset
INV-2026-00218,invoice,pay_DE3i5CyiSN8mhQ,auto_resolved,clean
INV-2026-00219,invoice,pay_LQKYuNdniKUYUO,auto_resolved,clean
INV-2026-00220,invoice,pay_ZIKYoWWKr99HXg,auto_resolved,timing_offset
INV-2026-00221,invoice,pay_2jrHoGLtMH3K69,escalated,fx_rounding
INV-2026-00222,invoice,pay_oOw6cjBwBeiwtr,auto_resolved,missing_pg_ref
INV-2026-00223,invoice,pay_kjOIC1iWO5e0D7,escalated,fx_rounding
INV-2026-00224,invoice,pay_YGoeLBfBh84x3Q,auto_resolved,timing_offset
INV-2026-00225,invoice,pay_4PpQSLxtBa1elN,auto_resolved,missing_pg_ref
INV-2026-00226,invoice,pay_nxOHObV64UuZqU,escalated,fx_rounding
INV-2026-00227,invoice,pay_pdmRqC6eOP4wgs,escalated,fx_rounding
INV-2026-00228,invoice,pay_qljbm1xGR8nAdA,escalated,partial_capture
INV-2026-00229,invoice,pay_WFRMPwO8fryPzm,escalated,fx_rounding
INV-2026-00230,invoice,pay_Y3wzHelT4NEZJD,auto_resolved,clean
INV-2026-00231,invoice,pay_NJgCKgr3fEwZyE,escalated,duplicate_ref
INV-2026-00232,invoice,pay_t2YQliACNySiUa,escalated,partial_capture
INV-2026-00233,invoice,pay_0Yg7NZRBT7qYHD,auto_resolved,timing_offset
INV-2026-00234,invoice,pay_hfSxR8e42kAQFH,auto_resolved,name_drift
INV-2026-00235,invoice,pay_GlozIoDSBbszpP,auto_resolved,clean
INV-2026-00236,invoice,pay_ebhsmKVcbmk2Sv,auto_resolved,clean
INV-2026-00237,invoice,pay_g8n7WhG2KYfvJr,auto_resolved,name_drift
INV-2026-00238,invoice,pay_Gd50DF5kJThyL2,auto_resolved,clean
INV-2026-00239,invoice,pay_RYw11oRytxxHPD,auto_resolved,name_drift
INV-2026-00240,invoice,pay_d5qpQ90n0rkHef,escalated,fx_rounding
INV-2026-00241,invoice,pay_TUv5XqsyofSPj1,escalated,partial_capture
INV-2026-00242,invoice,pay_TUvAAV8PyckEVu,auto_resolved,name_drift
INV-2026-00243,invoice,pay_TUvDkwEHdWlIlL,auto_resolved,clean
INV-2026-00244,invoice,pay_TUvIIpzEisUOVb,auto_resolved,missing_pg_ref
INV-2026-00245,invoice,pay_TUvTa327TMguwL,auto_resolved,timing_offset
UTR695053564273,bank,SETTLE:setl_PDq7lyGgXvTOzY,auto_resolved,clean
UTR103133117511,bank,SETTLE:setl_jhFQaOPAdAUhY4,auto_resolved,clean
UTR541807388998,bank,rfnd_ouxZzN2iuWuzOD,exception,unmatched_refund
UTR261280973866,bank,,exception,unmatched_bank_fee
UTR187065423494,bank,SETTLE:setl_FWS08glAV1ea6R,auto_resolved,clean
UTR398254773826,bank,SETTLE:setl_pFM2ACc1CdLwAP,auto_resolved,clean
UTR668712508769,bank,rfnd_bwsjKgntSUWS6x,exception,unmatched_refund
UTR963737621091,bank,SETTLE:setl_VbqszBscgTGykH,auto_resolved,clean
UTR784301883701,bank,SETTLE:setl_hiE3vCM445YJcu,auto_resolved,clean
UTR788889216321,bank,SETTLE:setl_cLSYgFSuNsylUS,auto_resolved,clean
UTR698138734087,bank,SETTLE:setl_Ue47XJ9MHXRdJn,auto_resolved,clean
UTR776123136692,bank,SETTLE:setl_5rQlFcylramWOr,auto_resolved,clean
UTR691258804217,bank,SETTLE:setl_CWNgnRnLTLCAKH,auto_resolved,clean
UTR987415004383,bank,SETTLE:setl_DIvtZj0EGkyyOJ,auto_resolved,clean
UTR374513427725,bank,SETTLE:setl_eE9fUGsUBCjKMJ,auto_resolved,clean
UTR536290378242,bank,rfnd_qZsppVwCUhoT2w,exception,unmatched_refund
UTR781596188546,bank,,exception,unmatched_bank_fee
UTR518788187204,bank,SETTLE:setl_zVUrU9xHx6hyng,auto_resolved,clean
UTR441738613758,bank,rfnd_LBzJZhHWzKiqrt,exception,unmatched_refund
UTR202506834467,bank,SETTLE:setl_r1V98Ivn3rVNPQ,auto_resolved,clean
UTR475068011884,bank,SETTLE:setl_NNFHnzUr5j2yaZ,auto_resolved,clean
UTR385994794974,bank,rfnd_FGyAhRosuZuLgS,exception,unmatched_refund
UTR447801710799,bank,rfnd_E2mlCkzVSDg1Zb,exception,unmatched_refund
UTR825005852503,bank,SETTLE:setl_VOQgJzzlbnLFeJ,auto_resolved,clean
UTR220470828458,bank,rfnd_SrVoEcGGF5rxU7,exception,unmatched_refund
UTR774842943155,bank,SETTLE:setl_zbLkMQ7bLWyFl4,auto_resolved,clean
UTR890852805277,bank,SETTLE:setl_CSoDSmiebJCQBo,auto_resolved,clean
UTR845602492052,bank,rfnd_62TAr2tvkrEnk6,exception,unmatched_refund
UTR160905133444,bank,rfnd_6JTGZsgR0BAq19,exception,unmatched_refund
UTR855247744549,bank,rfnd_BZrDilV46f3KwO,exception,unmatched_refund
UTR627340577138,bank,SETTLE:setl_kCNXZ24pSeUQzG,auto_resolved,clean
UTR499409126577,bank,rfnd_gorfIFkLc3HmEY,exception,unmatched_refund
UTR865562443594,bank,,exception,unmatched_bank_fee
UTR864028097953,bank,SETTLE:setl_DxW72HSL9SBZdY,auto_resolved,clean
UTR482443165726,bank,rfnd_XUnejuCTPeQ3cg,exception,unmatched_refund
UTR177796411306,bank,rfnd_lIZM6MpK2nmDEl,exception,unmatched_refund
UTR187937225569,bank,SETTLE:setl_ZScy5NBWg0UJXS,auto_resolved,clean
UTR849138856546,bank,rfnd_UaeImlzqxKNEOl,exception,unmatched_refund
UTR167552094556,bank,SETTLE:setl_wOipDquRCRUUvQ,auto_resolved,clean
UTR690970348157,bank,rfnd_2PENLHsn73VABp,exception,unmatched_refund
UTR949341406371,bank,SETTLE:setl_uBprciGb2IStSJ,auto_resolved,clean
UTR987147997981,bank,SETTLE:setl_sSPjXhL1po0Kja,auto_resolved,clean
UTR329329288134,bank,rfnd_VDXEzosF3WdVqt,exception,unmatched_refund
UTR445406633604,bank,SETTLE:setl_wF1GD38NKFGx5O,auto_resolved,clean
UTR552039092522,bank,rfnd_zIpa0UGFXcrbNQ,exception,unmatched_refund
UTR881580385533,bank,SETTLE:setl_1DExPenmjLThmE,auto_resolved,clean
UTR240220453735,bank,rfnd_vYtzJkmM6MuLbS,exception,unmatched_refund
UTR663070248201,bank,rfnd_WuvVddnH9ZySrk,exception,unmatched_refund
UTR385955782310,bank,rfnd_hWOiTqfeSVzaZL,exception,unmatched_refund
UTR509429155669,bank,SETTLE:setl_JNaUYW3TwcM7Fq,auto_resolved,clean
UTR162704348609,bank,,exception,unmatched_bank_fee
UTR106380208859,bank,SETTLE:setl_70HeXBGpXl61oS,auto_resolved,clean
UTR125980908834,bank,rfnd_Fx9T6VSCJbVBDg,exception,unmatched_refund
UTR819811253191,bank,SETTLE:setl_l8qrUT44ismpVD,auto_resolved,clean
UTR729862654884,bank,rfnd_LtuFbqmqODsf7I,exception,unmatched_refund
UTR986056618316,bank,rfnd_k1EpiMDSJoVptu,exception,unmatched_refund
UTR427001143619,bank,SETTLE:setl_g2dWeDBDgKLsaA,auto_resolved,clean
UTR377370550889,bank,SETTLE:setl_4SBNKNU9pzqNuD,auto_resolved,clean
UTR152308095495,bank,SETTLE:setl_rOqGvQFMgUla3F,auto_resolved,clean
UTR848935114107,bank,SETTLE:setl_ElVPf1vQYmgots,auto_resolved,clean
UTR404363647322,bank,SETTLE:setl_VDQ5nPulykjPuG,auto_resolved,clean
UTR776701098690,bank,rfnd_E7oCDITT5AehaG,exception,unmatched_refund
UTR574314318257,bank,SETTLE:setl_DKzToq5ZwsTZtt,auto_resolved,clean
UTR553108327116,bank,SETTLE:setl_IVa6dzOiCrYmPp,auto_resolved,clean
UTR456697044018,bank,SETTLE:setl_ZbAxITXMBqejS6,auto_resolved,clean
UTR580130863214,bank,,exception,unmatched_bank_fee
UTR113579953357,bank,SETTLE:setl_K76Wy7Rp9KddvH,auto_resolved,clean
UTR971106088911,bank,SETTLE:setl_BrD2e8TZ2KJIBu,auto_resolved,clean
UTR443302718451,bank,SETTLE:setl_HOIYQiV1RT7wVU,auto_resolved,clean
UTR565208298631,bank,SETTLE:setl_ntowm8qL5iNAXX,auto_resolved,clean
UTR503147871365,bank,rfnd_t3IkrQX7xLDnuU,exception,unmatched_refund
UTR931033347955,bank,SETTLE:setl_Zd9xJ972uHruee,auto_resolved,clean
UTR475565237846,bank,SETTLE:setl_fIgjF0JDOleQYC,auto_resolved,clean
UTR727190570414,bank,rfnd_tlD9aRmfCfMKeN,exception,unmatched_refund
UTR960928862867,bank,SETTLE:setl_39julJCWT63ysM,auto_resolved,clean
UTR439100515689,bank,SETTLE:setl_yatj1KVHOmY53S,auto_resolved,clean
UTR451190908994,bank,SETTLE:setl_JljtgH6chve15O,auto_resolved,clean
UTR344661771958,bank,SETTLE:setl_mk9o5Vb26h6b10,auto_resolved,clean
UTR959819327789,bank,SETTLE:setl_mdBmVKh8FJGkm6,auto_resolved,clean
UTR986938328288,bank,SETTLE:setl_Tw9znfFDF6bxA7,auto_resolved,clean
UTR132678734216,bank,rfnd_TwV5INmKgnlIhG,exception,unmatched_refund
UTR243559932385,bank,rfnd_J0L7TM4maon5Mi,exception,unmatched_refund
UTR507086580473,bank,SETTLE:setl_gwte6OoROY2a7T,auto_resolved,clean
UTR977281810239,bank,rfnd_u3dFBPuFhIxxDt,exception,unmatched_refund
UTR960630960133,bank,SETTLE:setl_3c0kaGiDcKnTsM,auto_resolved,clean
UTR304584467877,bank,SETTLE:setl_ZzkGjYPw5Wbmzx,auto_resolved,clean
UTR562870449570,bank,SETTLE:setl_0MbbbDTizHVSkg,auto_resolved,clean
UTR870244433978,bank,SETTLE:setl_vnAe8Cz3B1YaD3,auto_resolved,clean
UTR157076638340,bank,SETTLE:setl_puH7PfEZJhFXiO,auto_resolved,clean
UTR534257265744,bank,SETTLE:setl_USrMppTsSCKG9q,auto_resolved,clean
UTR467789319612,bank,SETTLE:setl_3uxjT0UXNX8aNZ,auto_resolved,clean
UTR768312589866,bank,SETTLE:setl_oyaD1l18z9CqBU,auto_resolved,clean
UTR350598557686,bank,SETTLE:setl_OFu9lv2VCf1VqW,auto_resolved,clean
UTR159808932701,bank,SETTLE:setl_AbHf8ZhShvCI67,auto_resolved,clean
UTR860248536523,bank,rfnd_1VvAM25lx59mwm,exception,unmatched_refund
UTR842736921142,bank,rfnd_44FaqONy9RqdJb,exception,unmatched_refund
UTR277921149006,bank,SETTLE:setl_8lY2FiQWmUGWIG,auto_resolved,clean
UTR305538131650,bank,SETTLE:setl_cHHR9kjQN1o5SH,auto_resolved,clean
UTR289487146527,bank,rfnd_b3jT1iA0dNdgH8,exception,unmatched_refund
UTR422776051494,bank,rfnd_qkcLQzN06tIhCZ,exception,unmatched_refund
UTR979446250524,bank,SETTLE:setl_7Amd8yyGADtSse,auto_resolved,clean
UTR570092444133,bank,SETTLE:setl_RPmTKeUiDj888y,auto_resolved,clean
UTR862263772983,bank,SETTLE:setl_jzKpvo6iyTKPmi,auto_resolved,clean
UTR622511307961,bank,rfnd_bZ0tR4K6G6yZPe,exception,unmatched_refund
UTR539420750897,bank,SETTLE:setl_ruNGGVLoBYHLj2,auto_resolved,clean
UTR938095593836,bank,SETTLE:setl_US26cZpMAkS1Es,auto_resolved,clean
UTR771372130363,bank,SETTLE:setl_GfT71o0ERAdgV0,auto_resolved,clean
UTR525490952201,bank,rfnd_nxfSpZN3lUidRl,exception,unmatched_refund
UTR211788330323,bank,SETTLE:setl_T4NuPpwaSEKnAq,auto_resolved,clean
UTR293613110271,bank,SETTLE:setl_9ZELJL1PcgZNgf,auto_resolved,clean
UTR878595668338,bank,rfnd_9AOQrv8IUqFnnq,exception,unmatched_refund
UTR211598256702,bank,SETTLE:setl_7oJRLYScOBC1cy,auto_resolved,clean
UTR508418319265,bank,SETTLE:setl_XUA4nlNuszbC3w,auto_resolved,clean
UTR653414210499,bank,rfnd_DCuIO3tgw3jDu3,exception,unmatched_refund
UTR685194452532,bank,SETTLE:setl_Qv7rWuRNVjI1OT,auto_resolved,clean
UTR670358264976,bank,rfnd_sClbYCJAyZpxuQ,exception,unmatched_refund
UTR527948041178,bank,rfnd_qm8qBfwwVGZQk6,exception,unmatched_refund
UTR168691016170,bank,SETTLE:setl_UWkEfvHX7ts4fz,auto_resolved,clean
UTR933249937536,bank,rfnd_78tVXCkaj2seom,exception,unmatched_refund
UTR115190656997,bank,rfnd_82V3FAV7ybF527,exception,unmatched_refund
