pg_payment_id,pg_order_id,captured_at,amount,currency,method,status,customer_name,fee,tax
pay_ynZQEkmNRral4M,order_T0QkQkuC7PAb82,2026-07-20T19:57:08+00:00,381400,INR,card,captured,Reyansh Patel Pvt Ltd,9916,1785
pay_rLt8BIs1le0DQl,order_9EgBOfiyKg58e8,2026-07-21T12:33:34+00:00,144700,INR,card,captured,Sara Kapoor LLP,3762,677
pay_ENKzc5xJmBp4SF,order_EQRO5TpcYNPROq,2026-07-21T14:17:32+00:00,306600,USD,netbanking,refunded,Kiara Patel Technologies,7972,1435
pay_PU6zUjzgEz6cwB,order_61gQH8wylh0CPN,2026-07-22T20:38:41+00:00,421600,INR,netbanking,refunded,Ishani Bose LLP,10962,1973
pay_3YV0eDh1uznmdJ,order_8GfSLWRA0qJM5M,2026-07-23T02:20:07+00:00,2615600,INR,netbanking,captured,Ananya Chauhan Industries,68006,12241
pay_L0brHeLUtINcq8,order_JIWct6awrymUS8,2026-07-23T16:00:30+00:00,113700,INR,upi,captured,Aarav Iyer LLP,2956,532
pay_NpUGWiA437GQ6B,order_VSGeuyVAyc5jJ8,2026-07-23T20:48:15+00:00,389900,INR,wallet,captured,Anika Gupta LLP,10137,1825
pay_IxlKxVspeqxWjy,order_wf6BVgfAIFgfIL,2026-07-24T08:03:51+00:00,236800,INR,upi,failed,Reyansh Reddy LLP,,
pay_Mo8FYM23YbIrj3,order_Ofx7LMooj84uHm,2026-07-24T09:04:24+00:00,338200,INR,card,failed,Ishani Patel Pvt Ltd,,
pay_uFWBeMC71N5ALz,order_4evtOSLy3W6UGB,2026-07-24T09:42:01+00:00,283100,INR,card,captured,Ananya Mehta Industries,7361,1325
pay_YKVMxA9zdpotfQ,order_1hkHcOAFAbDbtJ,2026-07-25T00:13:21+00:00,350100,INR,card,captured,Reyansh Singh Enterprises,9103,1639
pay_9qYle8myOgHAMg,order_BqceTWbEOacyju,2026-07-26T14:01:21+00:00,368300,INR,card,captured,Myra Rao Technologies,9576,1724
pay_aXKyp8KQQjVpEQ,order_u8VdwjHgEtINv3,2026-07-27T08:59:35+00:00,405600,INR,upi,captured,Vivaan Das Industries,10546,1898
pay_ED8LNi65xIHEHo,order_fSGWYnfwm0wDig,2026-07-27T21:06:17+00:00,2810800,INR,wallet,captured,Vivaan Patel Industries,73081,13155
pay_qgv3je68u93RAO,order_LAdu8zI5HOsfyI,2026-07-27T22:30:00+00:00,66400,INR,netbanking,failed,Aadhya Das Pvt Ltd,,
pay_LFdPySAxavtBIn,order_3TzBkT3TzZLis9,2026-07-28T00:44:06+00:00,402700,USD,netbanking,captured,Kabir Singh Solutions,10470,1885
pay_7BpWqEok2OoOlF,order_BtIo798a00Hcog,2026-07-28T09:25:46+00:00,452700,USD,netbanking,captured,Vihaan Jain Solutions,11770,2119
pay_INuhR694fPFbt6,order_vVl9jsWFHTGP2M,2026-07-28T19:47:10+00:00,1055200,INR,netbanking,captured,Aadhya Mehta Industries,27435,4938
pay_kxcmfFX4jvD2tu,order_Vg8G9mcy1htc02,2026-07-29T12:42:42+00:00,480100,INR,card,failed,Reyansh Chauhan Enterprises,,
pay_C7dDyQE4efLerN,order_Hu9GCLgR0OVSnB,2026-07-29T14:18:53+00:00,428100,EUR,card,failed,Ananya Das Solutions,,
pay_qzycRJlTnHW4PF,order_002lghqYVlQufw,2026-07-30T04:21:20+00:00,457400,INR,upi,captured,Ishani Sharma Technologies,11892,2141
pay_hbuXMZ5f0pKGyt,order_vukFhF4vTYYojm,2026-07-30T18:32:42+00:00,3237300,INR,upi,captured,Anika Rao LLP,84170,15151
pay_qOt34Pa4cbX0GT,order_tkJAIyMyd5A6yT,2026-07-31T08:19:05+00:00,416700,USD,netbanking,failed,Arjun Nair LLP,,
pay_LHpaUaGGxmXzgA,order_KqHJL9ymIIlID9,2026-07-31T09:06:18+00:00,118600,INR,netbanking,captured,Ananya Nair Pvt Ltd,3084,555
pay_hgmmqGmRscEm5u,order_aP4ZPjfFSgpo9s,2026-07-31T10:24:35+00:00,1271500,INR,netbanking,captured,Diya Das Solutions,33059,5951
pay_UYdg2luCq1GNLL,order_Kv0MYRsMfihslQ,2026-07-31T20:34:26+00:00,1848600,INR,netbanking,captured,Arjun Mehta Pvt Ltd,48064,8652
pay_AxvpCPZygFP0xO,order_Lsgd9N1qS3sjV3,2026-08-01T03:29:09+00:00,38698100,INR,upi,captured,Vivaan Das Industries,1006151,181107
pay_BSou3ejxjnzuCd,order_ZyV6b2JD6sy3ZH,2026-08-01T05:18:21+00:00,245900,INR,upi,failed,Ishani Patel Solutions,,
pay_nFvgQKGtn9dm6V,order_VrhEAiHoIPvyUB,2026-08-01T08:38:22+00:00,3214300,INR,netbanking,captured,Aadhya Patel Pvt Ltd,83572,15043
pay_Xe7CpRsZe9Obzx,order_DNRf0Nu8834o3Q,2026-08-01T22:15:09+00:00,2822800,INR,netbanking,captured,Kabir Sharma Industries,73393,13211
pay_OVzNEMr7DXQsed,order_BEmLtST18iwItC,2026-08-02T04:28:17+00:00,473400,EUR,card,captured,Anika Patel Pvt Ltd,12308,2215
pay_x4yfpARHeT9Rlx,order_OYLAj9AbLehgHe,2026-08-02T13:44:56+00:00,258800,INR,upi,captured,Sara Bose Technologies,6729,1211
pay_2ccsqQXxR5Khtj,order_K03NPGoDErVDfV,2026-08-02T16:02:53+00:00,44000,USD,upi,refunded,Anika Nair Industries,1144,206
pay_oVT9gdxMvcOhsT,order_C8X9J3MHKvrWSP,2026-08-02T18:22:21+00:00,486300,EUR,upi,failed,Kabir Sharma Industries,,
pay_YUJcvd95e5bzVV,order_8OA9x14xQPHOvl,2026-08-03T04:14:10+00:00,3094800,INR,netbanking,failed,Ishani Nair Industries,,
pay_fPOdMTUAffneKG,order_Bavh1RDofXgwsx,2026-08-03T13:42:54+00:00,345200,INR,upi,refunded,Myra Singh Industries,8975,1616
pay_73Y5Slj9C2EfyC,order_oKdrL0Pragiqwz,2026-08-03T18:39:09+00:00,392500,INR,card,captured,Reyansh Das Technologies,10205,1837
pay_cJjNcJdql7LIbS,order_PrfB91kZLXYlOq,2026-08-04T05:22:17+00:00,647100,INR,upi,captured,Kiara Mehta Pvt Ltd,16825,3028
pay_nnUhRiTRAdgKDK,order_jjipaZzVDiG6DS,2026-08-04T08:06:16+00:00,27076500,INR,netbanking,captured,Aarav Reddy Enterprises,703989,126718
pay_FeYVGS7kUaS550,order_DRlPgZ8AFzVtCG,2026-08-04T09:40:37+00:00,4517000,INR,netbanking,captured,Ishani Patel LLP,117442,21140
pay_InV5p7ByT8KG9s,order_sn1bYQrII5jcwi,2026-08-04T12:14:24+00:00,4487200,INR,card,captured,Reyansh Nair Enterprises,116667,21000
pay_87cERLa9NgrFkm,order_TPLkKUh512Tr0b,2026-08-05T03:18:13+00:00,1949300,INR,wallet,failed,Vihaan Bose LLP,,
pay_Dxw3Hq9OBiUa2R,order_griAubP678hEEQ,2026-08-05T22:19:27+00:00,254900,INR,card,captured,Ishani Gupta Industries,6627,1193
pay_Wx4sKAJd7gVMqf,order_oIjzQDcrr1eoqX,2026-08-05T23:16:31+00:00,4552800,INR,netbanking,captured,Sara Nair Enterprises,118373,21307
pay_3NjMS6XMmej2Gp,order_gbFy5sDlo0qLBO,2026-08-06T04:16:12+00:00,12151400,INR,card,captured,Anika Chauhan Technologies,315936,56868
pay_X87eCr0uIamIsM,order_CKEVm3Vpazov02,2026-08-06T05:06:20+00:00,14402800,INR,wallet,captured,Myra Gupta LLP,374473,67405
pay_SpcMdK3nLh7fLx,order_VOXlglsOeC9VQP,2026-08-06T13:53:14+00:00,2803600,INR,upi,captured,Arjun Gupta Solutions,72894,13121
pay_3q6Q4EmT2mmpMj,order_g5PPMVHcDME931,2026-08-06T15:52:06+00:00,290600,USD,netbanking,captured,Dev Gupta Pvt Ltd,7556,1360
pay_CX3IxLGgrL21e3,order_AUttmXE9AhkuxJ,2026-08-07T03:02:18+00:00,270400,EUR,card,captured,Rohan Sharma Industries,7030,1265
pay_Oy4CqpIqK3yn9F,order_fcgMXAdx9G81aS,2026-08-07T05:42:31+00:00,2562200,INR,upi,refunded,Rohan Das Technologies,66617,11991
pay_5UQSyPx3BpdbIK,order_aRdebuFrEHS2Jp,2026-08-07T07:38:19+00:00,396600,INR,netbanking,captured,Reyansh Nair Technologies,10312,1856
pay_j7jXkE90GSWsIJ,order_yQdYDNBuwI5pbh,2026-08-08T20:18:14+00:00,2996100,INR,upi,failed,Sara Rao Solutions,,
pay_abMh0X9zuINamr,order_WtFuaQvSMbkuuP,2026-08-09T02:08:51+00:00,287900,INR,wallet,refunded,Rohan Singh Solutions,7485,1347
pay_b9oyXNE7Y7bvuS,order_znOG61HToeTEb4,2026-08-09T03:13:32+00:00,79200,INR,upi,captured,Kabir Nair LLP,2059,371
pay_HRtAN5VK0sjpNr,order_hFKETWXMky2UxG,2026-08-09T06:30:52+00:00,205300,INR,card,refunded,Arjun Patel Pvt Ltd,5338,961
pay_nZmlX0059CIseg,order_SEuhOgM3tBMsKJ,2026-08-10T00:25:49+00:00,1554800,INR,card,captured,Aarav Kapoor Enterprises,40425,7276
pay_zeVP3bQQyK6Zjf,order_ZOC7Ka8O6uTT7J,2026-08-10T08:24:30+00:00,468500,USD,card,captured,Vihaan Jain Solutions,12181,2193
pay_CAYxnAaETSq5Jc,order_cDwJ7eTG1UrGGL,2026-08-10T10:12:22+00:00,37676100,INR,card,captured,Diya Gupta Enterprises,979579,176324
pay_6hFuAjSphysKkU,order_W9PfCYxNBahhN4,2026-08-10T10:35:22+00:00,389100,USD,card,captured,Anika Jain Enterprises,10117,1821
pay_3TC4lJy6o1qMs4,order_RSnE9I9egVuBpF,2026-08-10T10:43:01+00:00,254000,INR,netbanking,failed,Vivaan Jain Technologies,,
pay_J8cKvWB9h3lcBG,order_YQ6TmA65MPh3FP,2026-08-10T13:04:16+00:00,18695100,INR,card,captured,Vivaan Bose LLP,486073,87493
pay_FRmDrgKwrxXCYj,order_rhyJcOOB4vi2Ca,2026-08-11T07:13:43+00:00,198100,EUR,card,captured,Aadhya Jain Pvt Ltd,5151,927
pay_9M9BjcYmxU0gd6,order_51YaRgBbmHmGqD,2026-08-11T10:46:15+00:00,2497600,INR,upi,captured,Anika Nair Enterprises,64938,11689
pay_37DHpk6Rg9b5ux,order_rSP6PP5NEXunJ5,2026-08-11T13:34:22+00:00,3559200,INR,card,captured,Kiara Gupta LLP,92539,16657
pay_HyNZQeRT0dfACL,order_tTThRRk7GWSkhW,2026-08-12T19:06:34+00:00,47365600,INR,card,captured,Ananya Jain Technologies,1231506,221671
pay_1uXPzoyH73TO1R,order_JXRIhIlMJdJlD3,2026-08-13T10:00:35+00:00,417800,INR,card,captured,Kiara Nair Pvt Ltd,10863,1955
pay_Zf4Y25zyxxfntg,order_Sujc4DZVDM4bnj,2026-08-13T13:49:01+00:00,470500,INR,wallet,captured,Rohan Das Enterprises,12233,2202
pay_dFZ1Amm4WvPR8L,order_uJ7MzkCWcnanoM,2026-08-13T20:13:16+00:00,4945300,INR,card,captured,Myra Chauhan Enterprises,128578,23144
pay_TP3fAbnFbmOHnK,order_YaXRvj7uff0LYT,2026-08-14T08:01:03+00:00,232800,INR,netbanking,captured,Diya Iyer Enterprises,6053,1090
pay_8ohD6J7nUnvqQr,order_dvEGhSQHsMX6Y6,2026-08-14T10:39:19+00:00,1841600,INR,card,captured,Kiara Gupta Pvt Ltd,47882,8619
pay_FLSx0EilbVaqzU,order_9Ue591EuCpzcTx,2026-08-14T20:43:11+00:00,3623400,INR,card,captured,Ananya Rao Enterprises,94208,16957
pay_CFyFP0YMkFBl6O,order_7TDwnEdwcm4wDC,2026-08-14T21:11:54+00:00,2407000,INR,card,refunded,Anika Jain Solutions,62582,11265
pay_cHYkWCRNYdWCsc,order_mc5F9HpUlwW1uh,2026-08-14T22:17:51+00:00,2679100,INR,card,failed,Kiara Jain Technologies,,
pay_myQ6fK4e9mOYf0,order_Yh6d5ASExAv4rB,2026-08-15T04:34:33+00:00,183000,EUR,card,failed,Kabir Nair LLP,,
pay_MNz7xcmxatZlPM,order_pQvhxKkZssTKu3,2026-08-15T07:37:36+00:00,1076900,INR,wallet,captured,Rohan Kapoor Industries,27999,5040
pay_1iohieQWeWUcgX,order_FdhpePUW5m3lvf,2026-08-15T09:14:16+00:00,1957200,INR,upi,captured,Aadhya Bose LLP,50887,9160
pay_ZTvvWGvgSCecSb,order_vgX5TFIuACXNlO,2026-08-16T14:42:11+00:00,9501200,INR,card,captured,Diya Patel LLP,247031,44466
pay_rcjDNtbLx6wADd,order_17QqNfezsS2GPq,2026-08-16T18:45:52+00:00,286561,INR,upi,refunded,Reyansh Jain Solutions,11443,2060
pay_jbXtE9A4mqbWrI,order_NcSWd3tsd73P2y,2026-08-16T20:33:13+00:00,245300,INR,upi,captured,Myra Sharma LLP,6378,1148
pay_XQ8DkPcNrAuXVc,order_T5kWEh3SKumPuW,2026-08-16T22:36:11+00:00,208600,INR,card,captured,Reyansh Sharma Solutions,5424,976
pay_fOc6lbglbNyEMK,order_dnSa5O5ZDNwU3Y,2026-08-17T03:45:51+00:00,313800,INR,upi,captured,Diya Mehta Solutions,8159,1469
pay_7XhvaQdZALaDrf,order_AMTlrhqRPADWgT,2026-08-17T05:28:06+00:00,1361200,INR,upi,failed,Arjun Bose Solutions,,
pay_kgjjm7bzQ5DATb,order_lbXZGuJOWEPGIC,2026-08-17T06:19:32+00:00,113000,INR,netbanking,refunded,Diya Nair Technologies,2938,529
pay_bG4QZLl3L2GUfO,order_3Ha6QAA2RA6DVv,2026-08-17T08:10:39+00:00,158300,INR,upi,captured,Vihaan Nair LLP,4116,741
pay_YZ8fOcR9GLw4yW,order_QdNuuIxp07LjfP,2026-08-17T19:59:15+00:00,28620300,INR,wallet,captured,Vihaan Rao Enterprises,744128,133943
pay_v6WCulgKeWmJNp,order_ASBpXdtB7Ut2Wj,2026-08-18T01:10:11+00:00,37465500,INR,card,failed,Sara Nair Technologies,,
pay_ZswsRhcds6NUga,order_rDv7p1heEJQjY6,2026-08-18T02:55:17+00:00,2354600,INR,card,refunded,Myra Reddy Pvt Ltd,61220,11020
pay_Xi1H8Wfft5krwf,order_lVpDp2OihJc1y1,2026-08-18T10:11:30+00:00,3760500,INR,wallet,refunded,Ananya Patel Technologies,97773,17599
pay_nXxG7qEULuQvto,order_wyL82Xa1yZ5bhG,2026-08-18T11:30:23+00:00,774300,INR,wallet,refunded,Vivaan Patel Pvt Ltd,20132,3624
pay_KoU3XJ9aSYehlc,order_vOpsLDhepHETw4,2026-08-18T22:48:37+00:00,240000,INR,card,captured,Anika Sharma Industries,6240,1123
pay_DztgjzEPyVcfph,order_V1Za1CdGMEBdqi,2026-08-19T00:33:15+00:00,3722500,INR,card,captured,Ananya Jain Solutions,96785,17421
pay_aNqkCJ4mZrEZsK,order_ETnXjsNNhPrl4N,2026-08-19T07:03:54+00:00,308800,USD,card,captured,Sara Singh Pvt Ltd,8029,1445
pay_rim2GNXX9WwHE4,order_Fyltn3Wd9GV98g,2026-08-19T08:45:30+00:00,899600,INR,upi,captured,Diya Jain Enterprises,23390,4210
pay_8FwHA6as6GWOBJ,order_RG9vHngYolsZ7L,2026-08-19T16:00:29+00:00,3269928,INR,card,captured,Sara Reddy LLP,177715,31989
pay_QFq2QMNTpYa0sj,order_yeyCfCN3CfT45V,2026-08-19T18:37:02+00:00,24591700,INR,card,failed,Anika Singh Technologies,,
pay_67gSGlGpMlUzgN,order_wCP2klyuj9Bvt9,2026-08-20T07:33:42+00:00,298900,INR,card,captured,Arjun Das LLP,7771,1399
pay_DE3i5CyiSN8mhQ,order_di0Ckv2LWNLk81,2026-08-20T17:49:40+00:00,230700,INR,card,refunded,Vihaan Singh Enterprises,5998,1080
pay_LQKYuNdniKUYUO,order_CsMBm2sXQ46S49,2026-08-21T02:58:00+00:00,382400,INR,netbanking,captured,Dev Kapoor Enterprises,9942,1790
pay_ZIKYoWWKr99HXg,order_1iwWKaqhAhdBwK,2026-08-21T05:17:28+00:00,218100,INR,netbanking,captured,Kabir Reddy Pvt Ltd,5671,1021
pay_2jrHoGLtMH3K69,order_OcAm3dmYuU4dEX,2026-08-21T06:49:22+00:00,294100,USD,netbanking,captured,Rohan Rao Technologies,7647,1376
pay_oOw6cjBwBeiwtr,order_7blG4hWRnLR9mi,2026-08-21T08:29:57+00:00,153400,INR,card,captured,Reyansh Gupta Enterprises,3988,718
pay_kjOIC1iWO5e0D7,order_LlRFOqRKKKZebT,2026-08-21T18:54:34+00:00,421200,USD,card,captured,Ananya Singh Technologies,10951,1971
pay_qyHl3pxa8Sx8p9,order_mTfPmy76jTUIhD,2026-08-22T10:35:08+00:00,169600,INR,card,failed,Vihaan Gupta Enterprises,,
pay_YGoeLBfBh84x3Q,order_WdXdLAgdd0yMz1,2026-08-22T14:19:36+00:00,48647800,INR,upi,captured,Vivaan Singh Pvt Ltd,1264843,227672
pay_4PpQSLxtBa1elN,order_imfKZ5oeStSpkp,2026-08-22T15:09:46+00:00,491800,INR,card,captured,Ishani Jain Industries,12787,2302
pay_nxOHObV64UuZqU,order_nbSM1W5UYI75r9,2026-08-23T13:40:07+00:00,364700,EUR,netbanking,captured,Vivaan Mehta Technologies,9482,1707
pay_pdmRqC6eOP4wgs,order_2x8FS4ELfm7ISc,2026-08-23T15:50:38+00:00,432500,EUR,wallet,captured,Aarav Chauhan Technologies,11245,2024
pay_qljbm1xGR8nAdA,order_dgw6Sp3laOtrrL,2026-08-24T03:45:51+00:00,378700,INR,netbanking,captured,Ananya Rao Industries,9846,1772
pay_WFRMPwO8fryPzm,order_aR4ITIKvYo7Cza,2026-08-24T14:50:56+00:00,160500,USD,card,captured,Vivaan Iyer LLP,4173,751
pay_Y3wzHelT4NEZJD,order_vMIieAxeeWshoL,2026-08-24T15:42:41+00:00,1833900,INR,card,captured,Reyansh Nair Pvt Ltd,47681,8583
pay_KxK0rjC2fS2YOV,order_j7GTO5vWvw1A3V,2026-08-25T13:58:25+00:00,173000,INR,card,failed,Sara Iyer LLP,,
pay_NJgCKgr3fEwZyE,order_be7eQxt4YlalJL,2026-08-25T15:14:32+00:00,37895800,INR,card,captured,Reyansh Nair Industries,985291,177352
pay_t2YQliACNySiUa,order_gxgaZ5iVq6LXaX,2026-08-25T20:07:14+00:00,281000,INR,netbanking,refunded,Reyansh Reddy LLP,7306,1315
pay_2fa5RKrQXDhiqB,order_okQKSLfZszIl98,2026-08-26T08:44:35+00:00,1533800,INR,upi,failed,Sara Das Enterprises,,
pay_0Yg7NZRBT7qYHD,order_BTq0Zf2pCLxb0l,2026-08-26T15:40:58+00:00,329500,INR,card,captured,Arjun Nair Industries,8567,1542
pay_hfSxR8e42kAQFH,order_2KTU51gJXYqmUR,2026-08-26T16:24:58+00:00,1557900,INR,card,captured,Aarav Singh LLP,40505,7291
pay_GlozIoDSBbszpP,order_wIv9IvCtoStU6Q,2026-08-26T21:30:38+00:00,34139400,INR,card,captured,Diya Jain Solutions,887624,159772
pay_ebhsmKVcbmk2Sv,order_Ilb04bQxWg6soY,2026-08-26T22:06:51+00:00,126088200,INR,upi,captured,Aadhya Reddy LLP,3278293,590093
pay_g8n7WhG2KYfvJr,order_qgctUlXQWI2yKq,2026-08-26T22:10:52+00:00,2293300,INR,upi,captured,Diya Mehta Industries,59626,10733
pay_Gd50DF5kJThyL2,order_Fx84Vq78CizRUs,2026-08-27T11:03:25+00:00,3769100,INR,upi,captured,Diya Nair Pvt Ltd,97997,17639
pay_RYw11oRytxxHPD,order_lx50j9PieaSEB9,2026-08-27T19:11:57+00:00,7785400,INR,card,captured,Aadhya Rao LLP,202420,36436
pay_d5qpQ90n0rkHef,order_RZS92nFX26N8Rq,2026-08-27T19:53:57+00:00,138100,USD,upi,captured,Vihaan Sharma Technologies,3591,646
pay_TUv5XqsyofSPj1,order_TUv4KXWs0Qc8Sk,2026-08-27T20:06:02+00:00,200000,INR,card,captured,Ishani Bose LLP,4400,0
pay_TUvAAV8PyckEVu,order_TUv8ffAA045x6X,2026-08-27T20:10:23+00:00,475000,INR,wallet,captured,Vivaan Singh Solutions,12332,1882
pay_TUvDkwEHdWlIlL,order_TUvDQqXHi77znS,2026-08-27T20:13:46+00:00,37000000,INR,netbanking,captured,Kabir Jain Technologies,960520,146520
pay_TUvHTkz0zsaR2y,order_TUvH71H2K9VTll,2026-08-27T20:17:18+00:00,150000,INR,wallet,failed,Vivaan Mehta Pvt Ltd,,
pay_TUvIIpzEisUOVb,order_TUvH71H2K9VTll,2026-08-27T20:18:05+00:00,150000,INR,wallet,refunded,Dev Reddy Solutions,3894,594
pay_TUvNivrfVQar68,order_TUvLDxbO5rFyOT,2026-08-27T20:23:14+00:00,900000,INR,card,failed,Reyansh Rao Solutions,,
pay_TUvSHHci4c7cid,order_TUvRVe8OB0wXE9,2026-08-27T20:27:31+00:00,49900,INR,card,failed,Rohan Sharma Solutions,,
pay_TUvTa327TMguwL,order_TUvRVe8OB0wXE9,2026-08-27T20:28:45+00:00,49900,INR,netbanking,captured,Aadhya Sharma Enterprises,1296,198
pay_8EGxjM4FSjZtJE,order_7TDwnEdwcm4wDC,2026-08-14T21:11:54+00:00,2407000,INR,card,refunded,Anika Jain Solutions,62582,11265
pay_UXGQaNQXwR2P1U,order_BqceTWbEOacyju,2026-07-26T14:01:21+00:00,368300,INR,card,captured,Myra Rao Technologies,9576,1724
pay_yTuCcPk3kU0qlG,order_pQvhxKkZssTKu3,2026-08-15T07:37:36+00:00,1076900,INR,wallet,captured,Rohan Kapoor Industries,27999,5040
pay_CyiZLlp7QT0WZn,order_3Ha6QAA2RA6DVv,2026-08-17T08:10:39+00:00,158300,INR,upi,captured,Vihaan Nair LLP,4116,741
pay_6H3JgzqQ4lVS5l,order_x9XOj7h7ug0g4a,2026-07-06T14:10:50+00:00,28411900,INR,card,captured,Vivaan Reddy Pvt Ltd,738709,132968
pay_6y8k6nRvLQg16g,order_vukFhF4vTYYojm,2026-07-30T18:32:42+00:00,3237300,INR,upi,captured,Anika Rao LLP,84170,15151
pay_MALFORMED0001,order_MALFORMED01,2026-13-45T99:99:99,N/A,INR,card,captured,,,
